gatename,gate_in_1,gate_in_2,gate_in_3,gate_in_4,gate_in_5,fan_in_1,fan_in_2,fan_in_3,fan_in_4,fan_in_5,in_flipflop_1,in_flipflop_2,in_flipflop_3,in_flipflop_4,in_flipflop_5,out_flipflop_1,out_flipflop_2,out_flipflop_3,out_flipflop_4,out_flipflop_5,in_near_flipflop,out_near_flipflop,in_multiplexer_1,in_multiplexer_2,in_multiplexer_3,in_multiplexer_4,in_multiplexer_5,out_multiplexer_1,out_multiplexer_2,out_multiplexer_3,out_multiplexer_4,out_multiplexer_5,in_near_multiplexer,out_near_multiplexer,in_const_1,in_const_2,in_const_3,in_const_4,in_const_5,out_const_1,out_const_2,out_const_3,out_const_4,out_const_5,inv_1,inv_2,inv_3,inv_4,inv_5,loop_1,loop_2,loop_3,loop_4,loop_5,DPI,DPO,label
U4270,1,4,7,9,10,1,2,4,6,9,0,1,1,1,1,0,0,4,4,7,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,1,0,0,0,0,2,3,0
U4271,1,4,7,9,10,1,2,4,6,9,0,1,1,1,1,0,0,4,7,28,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,1,0,0,0,0,2,5,0
U4272,1,4,7,9,10,1,2,4,6,9,0,1,1,1,1,0,0,4,6,23,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,1,0,0,0,0,2,5,0
U4273,1,1,1,4,7,1,2,3,4,6,0,0,0,1,1,0,1,13,21,30,4,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,1,0,0,0,0,4,3,0
U4274,1,1,1,4,7,1,2,3,4,6,0,0,0,1,1,0,2,3,10,18,4,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,1,0,0,0,0,4,4,0
U4275,4,15,36,90,163,2,6,19,34,63,0,1,5,8,13,0,0,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,1,0,0,0,0,2,10,0
U4276,4,15,36,90,161,2,6,19,34,61,0,1,5,8,13,0,0,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,0,0,0,2,10,0
U4277,4,15,36,90,168,2,6,19,34,62,0,1,5,8,15,0,0,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,2,5,0
U4278,4,15,36,90,165,2,6,19,34,62,0,1,5,8,14,0,0,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,0,0,0,2,3,0
U4279,2,7,25,40,64,2,4,11,20,31,0,0,6,2,3,0,0,3,4,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,10,1,0,0,0,0,3,4,0
U4280,2,7,25,36,56,2,4,11,19,29,0,0,6,1,2,0,0,3,7,7,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,10,1,0,0,0,0,3,5,0
U4281,2,7,25,40,64,2,4,11,20,31,0,0,6,2,3,0,0,3,4,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,10,1,0,0,0,0,3,3,0
U4282,2,7,25,40,64,2,4,11,20,30,0,0,6,2,2,0,0,3,7,7,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,10,1,0,0,0,0,3,3,0
U4283,2,7,25,40,64,2,4,11,20,31,0,0,6,2,3,0,0,3,4,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,10,1,0,0,0,0,3,4,0
U4284,2,7,16,37,61,2,4,11,19,32,0,0,3,4,2,0,0,3,7,7,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,10,1,0,0,0,0,3,4,0
U4285,2,7,25,40,64,2,4,11,20,31,0,0,6,2,3,0,0,3,4,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,10,1,0,0,0,0,3,10,0
U4286,2,7,22,35,59,2,4,11,20,31,0,0,5,3,2,0,0,3,7,7,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,10,1,0,0,0,0,3,5,0
U4287,4,11,42,73,103,3,7,16,32,48,0,0,6,15,11,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,1,0,0,0,0,3,10,0
U4288,2,12,48,63,103,2,4,16,27,42,0,0,12,5,7,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,1,0,0,0,0,3,10,0
U4289,3,18,60,75,127,1,4,19,32,50,0,0,15,7,10,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,10,0
U4290,4,11,42,73,103,3,7,16,32,48,0,0,6,15,11,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,1,0,0,0,0,3,10,0
U4291,2,12,48,63,103,2,4,16,27,42,0,0,12,5,7,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,1,0,0,0,0,3,10,0
U4292,3,18,60,75,127,1,4,19,32,50,0,0,15,7,10,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,10,0
U4293,4,11,42,73,103,3,7,16,32,48,0,0,6,15,11,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,1,0,0,0,0,3,10,0
U4294,2,12,48,63,99,2,4,16,27,41,0,0,12,5,6,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,1,0,0,0,0,3,10,0
U4295,3,18,60,75,123,1,4,19,32,49,0,0,15,7,9,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,10,0
U4296,3,9,37,68,109,3,6,15,30,48,0,0,6,8,4,0,0,6,2,2,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,11,1,0,0,0,0,3,3,0
U4297,3,9,37,68,105,3,6,15,30,48,0,0,6,8,4,0,0,6,2,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,11,1,0,0,0,0,3,4,0
U4298,3,9,37,68,105,3,6,15,30,47,0,0,6,8,3,0,0,6,1,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,11,1,0,0,0,0,3,3,0
U4299,3,9,37,68,105,3,6,15,30,48,0,0,6,8,4,0,0,6,2,2,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,11,1,0,0,0,0,3,5,0
U4300,3,13,37,60,96,3,6,16,29,43,0,0,9,3,4,0,0,6,1,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,11,1,0,0,0,0,3,5,0
U4301,3,13,37,64,99,3,6,16,29,42,0,0,9,3,4,0,0,6,1,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,10,1,0,0,0,0,3,10,0
U4302,3,13,37,64,99,3,6,16,29,42,0,0,9,3,4,0,0,6,1,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,10,1,0,0,0,0,3,10,0
U4303,3,13,37,64,96,3,6,16,29,42,0,0,9,3,3,0,0,6,1,1,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,11,1,0,0,0,0,3,3,0
U4304,3,13,38,60,91,3,6,17,29,41,0,0,9,2,3,0,0,6,7,8,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,10,1,0,0,0,0,3,4,0
U4305,3,13,38,64,99,3,6,17,30,42,0,0,9,3,3,0,0,6,7,8,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,10,1,0,0,0,0,3,4,0
U4306,3,13,28,57,89,3,6,16,28,44,0,0,6,5,3,0,0,6,7,7,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,11,1,0,0,0,0,3,4,0
U4307,3,13,34,59,95,3,6,16,29,43,0,0,8,4,3,0,0,6,7,8,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,4,5,6,11,1,0,0,0,0,3,3,0
U4308,3,8,18,45,135,2,5,10,20,48,0,1,3,2,5,0,0,9,6,4,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,0,0,0,0,2,2,0
U4309,2,7,25,40,64,2,4,11,20,31,0,0,6,2,3,0,0,0,3,1,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,9,1,0,0,0,0,3,10,0
U4310,2,7,25,36,56,2,4,11,19,29,0,0,6,1,2,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,9,1,0,0,0,0,3,10,0
U4311,2,7,25,40,64,2,4,11,20,30,0,0,6,2,2,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,9,1,0,0,0,0,3,10,0
U4312,2,7,16,37,61,2,4,11,19,32,0,0,3,4,2,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,9,1,0,0,0,0,3,5,0
U4313,2,7,22,35,59,2,4,11,20,31,0,0,5,3,2,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,3,4,5,9,1,0,0,0,0,3,4,0
U4314,2,8,12,31,48,1,3,8,17,26,0,1,1,7,1,0,1,3,7,6,2,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,15,1,0,0,0,0,2,5,0
U4315,2,5,14,30,46,1,3,8,17,31,0,0,2,6,2,0,4,4,4,6,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,4,9,1,0,0,0,0,3,4,0
U4316,2,5,17,31,54,1,3,8,18,33,0,0,3,6,3,0,4,4,4,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,1,0,0,0,0,3,5,0
U4317,2,5,17,31,56,1,3,8,18,33,0,0,3,6,3,0,4,4,4,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,1,0,0,0,0,3,5,0
U4318,2,5,14,30,50,1,3,8,17,32,0,0,2,6,3,0,4,3,3,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,4,9,1,0,0,0,0,3,2,0
U4319,2,5,17,31,54,1,3,8,18,33,0,0,3,6,3,0,4,4,3,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,1,0,0,0,0,3,3,0
U4320,2,5,17,31,56,1,3,8,18,33,0,0,3,6,3,0,4,4,4,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,1,0,0,0,0,3,4,0
U4321,2,5,17,31,54,1,3,8,18,33,0,0,3,6,3,0,4,4,4,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10,1,0,0,0,0,3,10,0
U4322,2,5,17,31,54,1,3,8,18,33,0,0,3,6,3,0,4,3,3,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,1,0,0,0,0,3,2,0
U4323,2,5,17,31,56,1,3,8,18,33,0,0,3,6,3,0,4,4,3,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,1,0,0,0,0,3,3,0
U4324,2,5,14,30,50,1,3,8,17,32,0,0,2,6,3,0,4,4,4,6,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,4,9,1,0,0,0,0,3,4,0
U4325,2,5,17,31,54,1,3,8,18,33,0,0,3,6,3,0,4,4,4,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,1,0,0,0,0,3,5,0
U4326,2,5,17,31,50,1,3,8,18,32,0,0,3,6,2,0,4,4,4,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,1,0,0,0,0,3,5,0
U4327,2,7,26,51,81,1,3,10,20,33,0,0,6,2,7,0,3,4,16,15,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,3,5,0
U4328,2,7,26,51,81,1,3,10,20,33,0,0,6,2,7,0,3,4,16,15,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,3,4,0
U4329,2,7,17,48,72,1,3,10,19,34,0,0,3,4,6,0,3,4,16,15,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,3,4,0
U4330,2,7,23,42,73,1,3,10,20,34,0,0,5,3,7,0,3,4,16,15,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,3,2,0
U4331,8,21,78,111,172,3,9,26,45,69,0,0,15,13,11,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,4,4,4,7,1,0,0,0,0,3,10,0
U4332,8,21,78,111,176,3,9,26,45,69,0,0,15,13,11,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,4,4,4,7,1,0,0,0,0,3,10,0
U4333,8,21,78,111,172,3,9,26,45,69,0,0,15,13,11,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,4,4,4,7,1,0,0,0,0,3,10,0
U4334,2,4,12,31,86,1,3,7,14,28,0,0,2,4,2,0,9,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,1,0,0,0,0,3,1,0
U4335,2,4,9,19,52,1,3,7,14,26,0,0,1,1,7,0,4,8,11,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,4,0
U4336,2,4,9,19,56,1,3,7,14,27,0,0,1,1,8,0,4,8,12,8,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,3,0
U4337,2,4,9,19,59,1,3,7,14,28,0,0,1,1,10,0,4,8,12,9,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,4,0
U4338,2,4,9,19,52,1,3,7,14,26,0,0,1,1,7,0,4,8,11,8,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,4,0
U4339,2,4,9,19,56,1,3,7,14,27,0,0,1,1,8,0,4,7,10,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,2,0
U4340,2,4,9,19,59,1,3,7,14,28,0,0,1,1,10,0,4,8,11,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,3,0
U4341,2,4,9,19,51,1,3,7,14,29,0,0,1,1,7,0,4,8,10,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,3,0
U4342,2,4,9,19,51,1,3,7,14,29,0,0,1,1,7,0,4,8,12,8,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,3,0
U4343,2,4,9,19,50,1,3,7,14,29,0,0,1,1,8,0,4,7,10,8,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,2,0
U4344,2,4,9,19,53,1,3,7,14,27,0,0,1,1,7,0,4,7,9,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,2,0
U4345,2,4,9,19,53,1,3,7,14,28,0,0,1,1,8,0,4,8,11,7,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,3,0
U4346,2,4,9,19,56,1,3,7,14,28,0,0,1,1,9,0,4,8,12,9,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,3,3,0
U4347,2,9,31,77,155,2,4,13,33,61,0,0,3,12,12,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,2,2,5,5,1,0,0,0,0,3,10,0
U4348,2,9,31,80,151,2,4,13,33,61,0,0,3,13,12,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,1,0,0,0,0,3,10,0
U4349,2,9,31,76,143,2,4,13,33,61,0,0,3,13,14,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,1,0,0,0,0,3,10,0
U4350,2,9,31,83,149,2,4,13,33,61,0,0,3,14,12,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,1,0,0,0,0,3,10,0
U4351,2,10,23,41,61,1,3,11,18,28,0,1,5,4,3,0,0,0,3,3,2,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0
U4352,2,10,23,41,57,1,3,11,18,27,0,1,5,4,2,0,0,0,3,3,2,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,0
U4353,2,10,23,41,61,1,3,11,18,28,0,1,5,4,3,0,0,0,3,3,2,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,0
U4354,2,10,23,41,61,1,3,11,18,28,0,1,5,4,3,0,0,0,3,3,2,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,0
U4355,2,5,18,39,120,1,3,8,15,35,0,0,4,2,2,0,8,4,3,4,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0,0,3,1,0
U4356,2,12,36,63,98,1,3,12,24,37,0,0,9,3,3,0,0,0,6,2,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,4,0
U4357,2,12,36,59,94,1,3,12,24,38,0,0,9,3,4,0,0,0,6,2,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,5,0
U4358,2,12,36,59,90,1,3,12,23,35,0,0,9,2,3,0,0,0,6,1,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,4,0
U4359,2,12,36,59,98,1,3,12,24,38,0,0,9,3,4,0,0,0,6,2,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,10,0
U4360,3,16,41,96,152,1,4,17,35,60,0,0,8,10,5,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,1,0,0,0,0,3,10,0
U4361,3,16,44,93,158,1,4,17,36,62,0,0,9,10,6,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,1,0,0,0,0,3,10,0
U4362,3,16,47,90,119,1,4,17,35,52,0,0,10,10,7,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,1,0,0,0,0,3,10,0
U4363,3,16,44,93,124,1,4,17,36,56,0,0,9,12,8,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,1,0,0,0,0,3,5,0
U4364,1,4,14,23,36,1,2,6,11,19,0,0,3,2,1,0,4,20,80,11,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,4,16,16,16,1,0,0,0,0,3,3,0
U4365,3,8,36,63,94,1,4,12,25,38,0,0,6,7,2,0,3,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,3,3,0
U4366,3,8,36,67,106,1,4,12,26,41,0,0,6,8,3,0,3,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,3,2,0
U4367,3,8,27,63,102,1,4,12,25,42,0,0,3,10,2,0,3,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,3,3,0
U4368,3,8,33,67,102,1,4,12,26,42,0,0,5,9,3,0,3,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,3,10,0
U4369,12,46,82,147,235,5,15,32,58,89,0,7,7,12,11,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,2,2,5,10,1,0,0,0,0,2,5,0
U4370,12,46,82,145,221,5,15,32,57,81,0,7,7,11,9,0,0,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,2,2,5,8,1,0,0,0,0,2,5,0
U4371,12,46,82,145,225,5,15,32,57,82,0,7,7,11,10,0,0,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,2,2,5,8,1,0,0,0,0,2,5,0
U4372,12,46,82,149,236,5,15,32,58,86,0,7,7,12,11,0,0,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,2,2,5,8,1,0,0,0,0,2,5,0
U4373,4,14,27,37,46,2,6,10,14,19,0,2,2,2,2,0,2,7,3,8,2,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,2,4,0
U4374,4,14,27,37,44,2,6,10,14,19,0,2,2,2,2,0,2,7,3,8,2,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,2,3,0
U4375,7,21,46,65,102,2,8,18,28,41,0,3,7,5,8,0,0,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,1,5,0
U4376,7,13,48,90,176,4,10,20,38,70,0,0,7,7,12,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,3,3,3,9,1,0,0,0,0,3,5,0
U4377,7,30,52,102,163,2,9,21,40,56,0,6,5,9,7,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,2,10,0
U4378,3,8,32,60,129,2,5,13,27,54,0,0,6,5,9,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,2,2,2,8,1,0,0,0,0,3,10,0
U4379,7,13,48,90,172,4,10,20,38,69,0,0,7,7,11,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,3,3,3,9,1,0,0,0,0,3,5,0
U4380,7,30,52,98,151,2,9,21,39,52,0,6,5,8,6,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,2,10,0
U4381,3,8,32,60,125,2,5,13,27,53,0,0,6,5,8,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,2,2,2,8,1,0,0,0,0,3,10,0
U4382,7,13,48,90,176,4,10,20,38,69,0,0,7,7,12,0,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,3,3,3,9,1,0,0,0,0,3,4,0
U4383,7,30,52,102,163,2,9,21,40,56,0,6,5,9,7,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,2,5,0
U4384,3,8,32,60,129,2,5,13,27,53,0,0,6,5,9,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,2,2,2,8,1,0,0,0,0,3,5,0
